Age,Gender,HasKids,EduLvl,WorkStatus,AnnualIncome,Occupation,YrsJobHeld,MosJobHeld,CommunitySz,CntryOfRes,MaritalStat,NumSons,NumDaughters,DP1,DP2,DP3,DP4,DP5,AIP1,AIP2,AIP3,AIP4,AIP5,AIP6,AIP7,AIP8,AIP9,AIP10,AIP11,AIP12,AIP13,AIP14,AIP15,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,SWLS1,SWLS2,SWLS3,SWLS4,SWLS5,SelfLabeled,OthersLabel,DPMean,AIPMean,GPMean,SWLSMean
45,Female,1,phd,full-time,15e4,Education,14,0,Small City,United States,Married,1,1,3,3,2,2,4,2,1,3,3,2,1,2,5,1,1,4,3,4,2,3,3,1,4,2,3,3,3,2,4,2,3,4,3,3,3,3,3,3,3,3,5,5,5,5,5,1,0,2.8,2.47,2.9,5
45,Female,0,deg,full-time,67500,research technician,10,0,Large-City,United States,Divorced,0,0,4,4,4,3,3,1,2,5,2,3,1,3,3,2,3,3,2,3,3,3,3,2,3,4,2,2,4,3,3,2,3,4,3,2,3,3,3,4,3,3,4,4,3,4,3,1,0,3.6,2.6,2.95,3.6
37.5,Female,0,deg,full-time,67500,Associate director/ marketing communicat,3,0,Large-City,United States,Single,0,0,2,4,3,3,3,1,1,5,2,2,1,3,4,1,3,2,3,2,2,1,4,1,2,1,1,3,3,4,4,1,5,4,1,2,5,5,2,4,3,2,4,5,5,5,3,1,0,3,2.2,2.85,4.4
55,Female,0,deg,full-time,35e3,Director of business development,5,6,Large-City,United States,Single,0,0,2,1,5,3,2,1,1,5,1,3,1,1,3,1,1,3,1,1,1,3,3,1,1,3,1,1,3,2,3,1,1,3,1,1,3,5,1,3,3,3,3,4,4,5,3,1,0,2.6,1.8,2.15,3.8
25,Female,0,phd,student,1e4,NA,3,0,Large-City,United States,Single,0,0,2,4,3,2,2,2,1,2,1,1,2,3,4,1,3,3,1,3,1,2,4,2,2,2,4,3,4,4,4,1,1,3,2,2,4,3,2,3,3,4,4,4,4,4,4,1,1,2.6,2,2.85,4
25,Female,0,deg,student,15e3,NA,0,9,Large-City,United States,Single,0,0,5,4,4,3,3,2,2,5,4,3,3,5,4,3,4,4,4,3,4,4,4,2,3,4,4,3,4,4,5,3,4,5,3,3,4,4,4,5,4,5,4,4,5,4,3,1,1,3.8,3.6,3.85,4
45,Female,1,ltuni,part-time,25e3,Paralegal,14,0,Medium-Sized,United States,Married,0,2,4,4,3,3,3,2,2,3,3,3,3,3,2,3,4,2,3,3,2,4,4,2,3,4,3,3,4,3,4,2,3,4,3,3,4,3,4,3,4,3,4,5,4,4,4,1,1,3.4,2.8,3.3,4.2
37.5,Female,1,ma,unemployed,NA,NA,0,0,Large-City,United States,Divorced,0,1,3,2,2,2,2,2,3,3,3,3,2,3,2,3,3,3,4,2,4,3,4,2,3,5,3,3,3,3,4,2,4,3,2,3,3,4,3,4,3,3,3,5,4,4,3,1,1,2.2,2.87,3.2,3.8
28,Male,0,deg,full-time,35e3,Graphic Designer,1,8,Medium-Sized,United States,Married,0,0,2,3,4,3,3,4,5,5,5,4,5,5,5,3,4,5,5,5,5,5,5,1,4,4,1,4,4,3,4,3,5,4,2,5,4,5,4,3,5,3,2,2,2,4,3,1,1,3,4.67,3.65,2.6
28,Female,0,ma,full-time,55e3,Editor,0,9,Large-City,United States,Married,0,0,4,5,4,3,3,1,5,5,5,4,5,5,5,4,4,5,5,5,5,3,4,3,3,5,5,3,5,4,4,4,3,4,2,4,5,4,5,5,5,5,1,3,1,1,1,1,1,3.8,4.4,4.1,1.4
23,Male,0,deg,student,1e4,NA,6,0,NA,United States,Single,0,0,4,4,5,5,3,5,4,5,1,1,5,5,5,5,5,3,5,5,3,3,5,3,4,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,1,5,2,2,2,3,2,1,1,4.2,4,4.25,2.2
67.5,Male,1,deg,retired,25e3,retired,10,0,Small City,United States,Married,0,1,1,1,3,2,2,2,1,1,1,2,1,3,3,3,1,1,1,1,1,2,3,1,1,1,1,1,2,1,4,1,1,4,1,1,2,4,1,2,2,3,4,5,5,5,5,1,1,1.8,1.6,1.85,4.8
25,Male,0,ma,unemployed,1e4,Unemployed,0,0,Village,United States,Single,0,0,5,5,5,4,4,3,3,5,4,5,5,5,5,5,5,3,5,5,4,1,1,1,5,5,1,5,5,5,1,3,5,4,5,5,5,3,4,5,5,5,3,4,1,1,1,1,1,4.6,4.2,3.9,2
21,Male,0,ltuni,student,1e4,NA,NA,0,Large-City,United States,Single,0,0,1,2,2,2,2,5,4,5,3,4,4,3,3,3,3,2,3,2,1,2,3,1,2,2,2,1,3,2,4,2,2,4,2,4,4,2,3,3,2,3,4,4,3,4,3,1,1,1.8,3.13,2.55,3.6
55,Male,0,phd,full-time,15e4,Attorney,17,0,Medium-Sized,United States,Married,0,0,3,3,3,3,3,2,4,5,5,4,4,5,5,4,4,3,1,3,4,4,4,3,3,3,1,2,4,3,3,5,5,5,3,5,3,5,3,4,4,5,3,4,4,3,1,1,1,3,3.8,3.65,3
45,Female,1,ltuni,full-time,25e3,designer,10,0,Large-City,United States,Married,1,1,3,3,3,2,2,1,1,4,2,1,3,2,3,1,3,4,3,4,2,2,3,2,3,4,3,4,3,3,3,3,2,3,1,3,3,4,4,3,3,3,4,4,4,4,3,1,0,2.6,2.4,3,3.8
67.5,Male,1,high,retired,1e4,retired,9,0,Large-City,United States,Divorced,1,3,2,2,2,2,3,3,3,2,4,3,2,3,2,5,4,4,3,3,3,4,4,4,3,2,4,1,4,3,2,1,3,3,3,3,3,4,4,4,3,3,2,2,1,1,3,1,1,2.2,3.2,3.05,1.8
28,Female,0,deg,full-time,67500,mktg,1,0,Large-City,United States,Single,0,0,3,5,3,2,2,1,3,3,5,5,5,5,5,2,2,1,4,1,2,3,2,1,1,5,1,1,2,1,5,2,4,4,1,1,1,4,5,1,5,1,2,3,4,4,5,1,0,3,3.13,2.4,3.6
21,Male,0,ltuni,student,1e4,"furniture maker, home restorer",1,0,Small City,United States,Single,0,0,4,4,3,3,3,3,1,5,1,4,2,4,4,3,4,4,2,1,2,4,4,2,4,5,2,1,4,4,4,2,2,5,2,4,4,4,4,3,4,4,2,3,4,4,3,1,1,3.4,2.93,3.4,3.2
21,Female,0,ltuni,student,1e4,Nanny,0,3,Medium-Sized,United States,Single,0,0,4,3,3,4,4,2,1,1,2,3,3,3,3,3,3,4,2,3,2,3,3,3,2,4,3,3,3,3,3,1,3,3,3,2,3,3,2,3,3,4,5,5,5,5,5,1,1,3.6,2.53,2.85,5
25,Male,0,deg,student,15e3,NA,7,6,Small Town,United States,Single,0,0,4,4,4,4,4,2,1,5,4,4,4,5,3,5,5,3,1,2,1,5,5,4,5,5,4,1,1,3,4,1,5,5,5,2,3,4,4,5,4,5,1,1,1,1,1,1,1,4,3.33,3.75,1
55,Female,1,ma,full-time,87500,Education,28,0,Large-City,United States,Divorced,1,0,4,4,3,4,4,5,5,4,4,4,4,4,5,5,5,4,4,3,5,5,5,5,3,2,5,5,1,5,5,5,5,5,5,5,5,1,5,5,4,4,3,3,3,3,1,1,1,3.8,4.4,4.25,2.6
67.5,Female,1,ma,full-time,45e3,Librarian,8,0,Large-City,United States,Married,0,0,3,2,2,2,2,1,1,1,1,2,3,2,4,1,2,2,3,1,2,3,2,1,2,1,2,1,3,3,2,2,3,3,1,4,3,4,2,3,2,3,2,2,2,2,1,1,0,2.2,1.93,2.35,1.8
23,Female,0,deg,full-time,25e3,Education,1,0,Small Town,United States,Single,0,0,2,4,3,2,2,4,1,2,2,3,2,4,2,2,4,5,3,4,2,4,3,2,3,5,4,4,3,4,4,4,3,3,2,4,3,4,4,4,4,3,4,3,4,5,2,1,1,2.6,2.93,3.5,3.6
45,Male,1,dip,full-time,45e3,NA,3,0,Small City,United States,Divorced,0,2,4,4,4,4,4,2,2,2,4,4,5,4,4,4,4,4,2,3,4,4,4,2,3,1,4,3,5,1,4,4,2,5,3,4,3,4,4,4,4,4,3,3,4,4,3,1,1,4,3.47,3.4,3.4
28,Male,0,phd,student,15e4,NA,5,0,Large-City,United States,Married,0,0,4,3,2,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,3,1,2,1,2,2,1,1,2,2,2,4,3,4,2,4,0,0,2.2,1.27,1.6,3.4
45,Female,0,deg,full-time,15e4,Accountant,23,0,Large Town,United States,Married,0,0,4,3,4,3,3,3,2,4,2,2,3,4,3,2,3,4,2,4,2,3,4,2,3,2,3,4,4,4,4,2,4,3,4,3,4,4,4,4,4,4,3,3,4,4,4,1,1,3.4,2.87,3.5,3.6
55,Female,0,ma,full-time,15e4,Creative Director,5,0,Large-City,United States,Married,0,0,3,3,4,2,2,1,2,3,4,2,1,1,3,1,3,2,2,3,4,1,4,3,2,5,2,2,3,5,4,2,2,4,1,3,3,5,4,3,3,4,2,4,2,3,1,1,0,2.8,2.2,3.2,2.4
45,Male,1,deg,full-time,15e4,manager,23,0,Large Town,United States,Married,1,1,4,4,4,4,4,4,1,4,3,4,4,4,3,4,4,2,3,4,2,4,4,5,4,2,3,4,4,4,4,2,3,4,4,4,3,5,4,4,4,3,3,3,3,4,2,1,1,4,3.33,3.7,3
32.5,Male,1,ma,full-time,55e3,Education,10,0,Large Town,United States,Married,0,0,4,5,5,5,5,5,1,3,3,5,5,4,5,5,5,5,2,5,1,5,5,3,4,3,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,5,3,2,2,3,1,1,1,4.8,3.93,4.55,2.2
32.5,Male,0,phd,full-time,55e3,psychotherapist,0,8,Large-City,United States,Married,0,0,1,1,2,1,1,2,1,5,2,1,1,2,2,1,2,3,3,3,2,1,2,1,1,1,1,3,1,2,2,2,1,1,3,4,2,3,2,2,3,2,4,4,4,5,4,0,0,1.2,2.07,1.95,4.2
67.5,Female,1,deg,NA,NA,retired,1,0,Large-City,United States,Widowed,0,2,4,3,2,2,2,2,1,2,3,2,4,3,3,2,3,2,3,3,4,4,4,2,3,2,3,2,3,3,4,4,4,4,4,2,3,3,3,3,4,4,2,3,3,4,2,1,1,2.6,2.73,3.2,2.8
55,Female,1,deg,full-time,15e4,Chief Financial Officer,5,0,Large Town,United States,Married,1,1,4,3,4,3,3,1,1,2,4,2,4,2,3,1,4,1,1,1,2,1,2,1,1,5,1,2,2,4,4,1,3,4,5,2,3,4,4,3,2,3,5,5,5,5,3,1,0,3.4,2,2.8,4.6
37.5,Female,0,ma,full-time,35e3,psychotherapist,8,0,Medium-Sized,United States,Married,0,0,3,3,4,4,4,2,5,5,5,1,5,4,5,4,5,2,4,4,5,4,5,2,2,5,4,5,4,4,4,2,4,5,4,4,5,4,3,5,5,5,3,3,3,3,3,1,1,3.6,4,4.05,3
21,Male,0,ltuni,student,1e4,NA,14,0,Medium-Sized,United States,Single,0,0,3,4,4,4,4,1,1,1,1,1,1,1,4,2,4,4,1,4,1,3,3,3,4,3,2,4,2,4,5,2,3,3,2,4,4,5,4,2,4,4,4,5,5,4,3,1,0,3.8,2,3.35,4.2
55,Male,1,ltuni,full-time,25e4,NA,7,0,Small City,United States,Married,1,0,1,1,2,2,2,3,1,3,2,2,3,4,2,1,1,2,2,2,1,2,3,2,2,2,2,2,3,2,2,2,4,2,2,2,3,3,2,2,1,1,3,3,2,4,2,0,1,1.6,2.07,2.2,2.8
22,Female,0,deg,student,NA,NA,0,0,Large-City,United States,Single,0,0,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,3,4,3,4,4,4,4,4,2,4,3,4,4,4,4,4,4,3,3,3,4,4,4,1,1,3.8,3.73,3.6,3.6
45,Male,1,phd,full-time,15e4,Healthcare,17,0,Rural/Country,United States,Married,1,1,4,4,4,4,4,3,5,5,5,4,5,5,5,5,5,4,5,3,5,5,4,4,4,5,4,5,5,4,5,4,1,5,4,5,5,5,5,5,5,5,3,3,2,2,2,1,1,4,4.6,4.45,2.4
21,Male,0,ltuni,student,15e3,NA,17,0,Small City,United States,Single,0,0,4,3,3,2,2,1,1,3,2,1,1,3,5,1,3,4,2,2,2,1,4,2,3,4,3,3,4,4,4,2,3,4,2,4,4,4,2,4,4,4,3,3,3,4,3,1,1,2.8,2.13,3.4,3.2
32.5,Male,0,deg,student,35e3,NA,2,0,Large-City,United States,Single,0,0,5,5,5,5,5,5,4,3,4,5,2,5,5,5,5,4,5,5,4,5,5,5,3,4,4,3,4,4,5,5,4,4,4,5,5,5,5,5,5,5,1,3,2,1,1,1,1,5,4.4,4.45,1.6
21,Female,0,ltuni,part-time,1e4,Activities Leader,2,3,Medium-Sized,United States,Single,0,0,2,2,4,2,2,1,1,1,4,3,3,2,2,2,3,2,2,1,2,1,2,1,1,2,3,4,2,2,4,1,2,4,1,1,3,1,2,2,3,2,4,4,4,5,5,1,0,2.4,2,2.15,4.4
32.5,Female,0,deg,student,35e3,NA,0,9,Small City,United States,Single,0,0,5,5,3,5,5,3,5,3,5,5,5,5,5,5,5,3,5,2,5,5,5,3,2,2,5,2,5,4,5,5,3,5,1,4,5,5,4,5,5,5,5,4,5,5,2,1,1,4.6,4.4,4,4.2
28,Male,0,ltuni,student,1e4,NA,0,0,Large-City,United States,Single,0,0,1,2,2,1,1,3,3,5,4,3,1,3,3,2,3,2,3,2,4,4,2,1,2,3,3,2,2,3,3,3,3,3,1,3,3,4,2,3,3,3,3,3,3,3,3,1,1,1.4,3,2.6,3
28,Male,0,ltuni,full-time,35e3,Quotations specialist,4,0,Rural/Country,United States,Single,0,0,3,4,1,1,1,1,1,5,1,2,5,5,5,1,4,1,1,1,1,2,2,2,1,1,3,2,2,2,2,2,5,5,5,1,3,5,5,1,1,1,4,3,3,3,5,1,1,2,2.4,2.55,3.6
37.5,Female,0,deg,part-time,35e3,dentist,17,0,Small City,United States,Single,0,0,3,3,3,1,1,2,2,2,3,1,3,1,3,1,3,2,2,3,2,2,3,2,2,2,2,4,3,3,3,2,4,3,2,3,3,4,3,3,2,3,3,2,2,2,2,1,0,2.2,2.13,2.8,2.2
28,Female,1,ltuni,part-time,15e3,Education,2,2,Small City,United States,Separated,1,0,3,4,2,3,3,3,1,3,3,3,5,2,3,2,4,1,3,3,4,4,4,2,4,3,5,1,5,3,3,1,5,3,2,2,3,5,1,3,4,4,4,4,3,2,2,1,1,3,2.93,3.15,3
19,Male,0,ltuni,student,1e4,NA,13,6,Small City,United States,Single,0,0,2,1,1,2,2,2,2,4,4,3,3,4,2,2,2,3,3,4,2,4,4,1,1,2,2,2,2,2,3,2,3,4,1,2,2,4,4,3,3,4,4,4,4,4,3,1,1,1.6,2.93,2.55,3.8
19,Male,0,deg,unemployed,NA,NA,0,0,Medium-Sized,United States,NA,0,0,3,3,5,2,2,2,1,1,4,4,3,4,4,4,5,5,3,4,2,1,4,1,3,1,1,1,3,4,4,3,2,4,2,3,3,5,3,4,5,5,3,2,3,4,5,1,1,3,3.13,3.05,3.4
22,Female,1,ltuni,full-time,35e3,pharmacy tech.,3,4,Medium-Sized,United States,Single,0,1,3,3,4,4,3,3,2,2,4,3,3,2,3,3,3,3,3,4,3,4,4,3,4,3,3,2,3,3,3,3,3,3,3,2,5,4,4,3,3,3,1,3,3,3,1,1,0,3.4,3,3.2,2.2
28,Male,0,ltuni,student,NA,NA,2,6,Small Town,United States,Single,0,0,5,4,3,3,3,4,3,5,2,3,2,1,3,3,3,3,3,3,2,3,2,1,3,5,2,3,3,3,4,3,3,2,4,3,3,3,2,4,2,3,3,3,3,3,3,1,1,3.6,2.87,2.9,3
37.5,Female,1,ltuni,student,NA,NA,0,0,Large-City,United States,Single,0,1,5,5,5,5,5,2,1,4,3,4,5,5,4,3,3,1,1,5,1,4,5,5,1,2,5,3,5,3,5,4,2,5,3,5,4,5,5,4,5,2,3,3,1,1,1,1,1,5,3.07,3.9,1.8
28,Male,0,grade,student,1e4,NA,3,0,Large-City,United States,Single,0,0,5,3,5,2,2,1,1,3,3,1,3,4,1,3,3,1,3,3,2,5,5,1,3,4,2,3,1,2,2,4,5,3,2,3,1,3,3,3,4,3,5,5,4,4,3,0,1,3.4,2.47,2.85,4.2
32.5,Male,0,dip,full-time,67500,operations manager,7,0,Medium-Sized,United States,Married,0,0,4,3,4,3,3,2,1,2,2,3,3,4,3,2,3,3,2,3,1,2,3,2,2,1,3,3,2,4,3,2,2,3,3,4,3,4,3,3,4,3,3,3,4,4,4,1,1,3.4,2.4,2.85,3.6
32.5,Female,1,deg,full-time,55e3,Speech and language Assistant,3,8,Medium-Sized,United States,Separated,1,1,4,5,4,1,1,3,2,3,3,3,4,1,3,3,2,1,3,2,3,4,3,1,1,5,1,3,3,4,3,2,2,2,4,2,4,4,3,3,2,4,2,3,3,4,3,1,0,3,2.67,2.8,3
25,Female,0,deg,student,1e4,NA,0,0,Small City,United States,Single,0,0,3,4,2,2,2,2,2,3,3,4,4,4,3,4,4,1,4,1,3,4,4,2,2,2,4,4,4,2,5,3,4,4,3,3,4,3,3,4,4,3,3,3,3,4,2,1,1,2.6,3.07,3.35,3
67.5,Female,1,ltuni,full-time,45e3,engineer,9,0,Large-City,United States,Divorced,1,3,5,5,4,4,4,1,1,3,5,5,2,2,4,3,3,4,3,1,3,5,5,3,3,1,4,3,4,2,4,3,3,4,2,2,3,2,3,5,4,4,3,4,4,4,3,1,1,4.4,3,3.2,3.6
32.5,Male,0,deg,full-time,67500,NA,7,0,Medium-Sized,United States,Married,0,0,4,3,4,3,2,4,1,3,2,3,2,3,4,3,3,3,2,3,1,2,4,2,3,1,3,3,3,4,3,2,4,3,2,3,3,4,4,3,5,3,3,3,3,4,3,1,1,3.2,2.6,3.1,3.2
19,Female,0,ltuni,student,1e4,NA,1,0,Small Town,United States,Single,0,0,4,4,4,4,4,2,2,3,3,3,2,3,3,4,5,4,4,4,3,3,4,3,4,5,3,3,4,4,5,2,3,4,3,4,5,5,3,5,5,5,3,3,4,3,5,1,1,4,3.2,3.95,3.6
21,Female,0,ma,retired,15e3,Writer,0,0,Small Town,United States,Widowed,0,0,3,1,2,3,3,3,5,5,1,4,1,4,4,1,3,4,4,2,4,1,3,1,4,4,2,2,4,4,3,4,2,2,5,1,1,1,1,5,2,4,4,3,4,4,4,0,NA,2.4,3.07,2.75,3.8
37.5,Female,1,ma,student,67500,NA,6,0,Medium-Sized,United States,Married,0,3,3,4,3,3,3,2,1,2,2,3,2,2,4,3,4,3,1,5,1,4,4,3,3,3,5,3,4,4,4,1,4,5,4,3,4,3,3,4,4,2,4,4,4,5,5,1,0,3.2,2.6,3.5,4.4
45,Female,0,phd,full-time,67500,Education,1,3,Large-City,United States,Married,0,0,3,2,2,2,2,2,3,5,4,2,1,4,4,2,3,2,4,4,4,3,3,2,3,4,2,3,2,3,2,4,4,2,2,3,4,5,3,2,3,2,4,4,4,4,3,1,0,2.2,3.13,2.9,3.8
45,Female,0,deg,full-time,67500,NA,28,0,Small City,United States,Divorced,0,0,2,2,1,1,1,1,4,1,4,2,1,1,2,1,2,3,5,1,4,1,4,1,1,5,1,1,1,2,2,2,4,4,1,4,1,4,1,3,2,1,3,4,5,5,2,0,0,1.4,2.2,2.25,3.8
22,Male,0,deg,student,NA,NA,NA,0,Medium-Sized,United States,Single,0,0,4,3,3,3,2,1,1,3,1,2,1,4,3,2,2,2,2,2,2,3,4,1,2,3,3,4,1,3,4,1,3,3,1,3,2,1,1,3,2,3,3,2,4,3,3,1,1,3,2.07,2.4,3
45,Male,1,phd,full-time,35e3,manager,10,0,Large-City,United States,Married,0,3,4,4,4,3,3,2,2,2,2,4,4,4,4,3,4,4,3,2,2,3,4,1,2,3,3,3,4,3,4,1,3,4,2,3,4,3,2,4,4,4,2,4,3,3,1,1,0,3.6,3,3.05,2.6
80,Male,1,deg,retired,67500,NA,0,0,Large-City,United States,Widowed,1,1,3,3,2,2,2,1,1,1,2,2,4,1,3,2,3,1,1,2,1,1,3,1,2,2,1,2,1,3,4,1,2,2,1,1,3,4,4,4,3,4,4,4,4,4,2,1,0,2.4,1.73,2.4,3.6
25,Female,0,phd,student,35e3,NA,3,0,Large Town,United States,Married,0,0,5,5,3,2,4,3,1,1,2,4,1,1,3,1,5,5,2,5,2,5,5,2,2,5,5,5,5,3,4,3,3,2,4,5,3,4,4,5,4,4,4,4,4,4,4,1,0,3.8,2.73,3.85,4
25,Female,0,ltuni,unemployed,1e4,Unemployed,0,5,Small Town,United States,Single,0,0,4,5,5,4,5,2,2,2,3,5,5,5,5,3,5,3,4,5,2,5,5,3,5,4,5,5,5,4,5,4,5,4,3,3,5,5,5,5,5,5,2,2,2,3,3,1,1,4.6,3.73,4.5,2.4
20,Male,0,ltuni,student,1e4,clerk,4,0,Large Town,United States,Divorced,0,0,4,3,4,3,3,1,1,1,3,5,5,5,5,3,5,2,3,1,1,3,5,3,3,3,5,2,5,3,5,3,3,4,1,2,5,3,2,5,5,4,3,4,4,3,2,1,1,3.4,2.93,3.55,3.2
24,Female,0,deg,student,1e4,Education,1,1,Small Town,United States,Single,0,0,2,2,1,1,1,2,1,2,3,2,3,4,4,2,2,2,2,2,2,3,3,2,2,1,1,2,2,3,2,1,3,3,3,1,3,2,2,2,2,2,5,5,5,5,5,1,1,1.4,2.4,2.1,5
80,Female,1,ma,part-time,35e3,Education,30,0,Medium-Sized,United States,Widowed,4,0,3,1,2,1,1,2,3,5,4,4,3,5,4,1,3,2,4,2,4,3,3,1,5,1,1,2,4,4,4,4,3,3,2,2,4,4,4,3,5,5,5,5,5,5,5,1,1,1.6,3.27,3.2,5
25,Male,0,ltuni,student,15e3,Student,1,0,Medium-Sized,United States,Single,0,0,2,3,3,2,2,2,3,3,3,3,3,4,3,2,3,3,4,3,3,3,3,1,3,4,2,2,3,3,3,2,3,3,3,2,3,4,4,2,3,3,4,4,4,4,3,1,1,2.4,3,2.8,3.8
25,Male,0,ma,full-time,35e3,Career Placement Associate,0,8,Small City,United States,Single,0,0,3,4,3,2,2,1,2,2,4,3,3,4,3,2,3,3,4,3,3,3,3,2,3,5,3,3,3,4,4,4,2,3,3,3,3,4,3,3,3,4,4,4,4,5,3,1,1,2.8,2.87,3.25,4
55,Female,1,ltuni,part-time,NA,steamship agent,8,0,Small Town,United States,Widowed,0,1,3,2,3,2,2,3,3,2,4,4,5,4,3,2,3,1,4,2,4,5,3,2,1,2,4,2,3,3,3,1,3,2,3,2,2,3,2,3,3,2,3,3,3,4,3,1,0,2.4,3.27,2.45,3.2
16.5,Male,0,ltuni,student,1e4,NA,0,0,Large-City,United States,Single,0,0,3,5,3,1,1,2,2,2,3,3,2,3,2,2,3,5,3,2,3,4,4,2,2,4,2,2,4,3,5,4,2,5,2,2,4,4,4,3,3,2,4,4,4,4,3,1,1,2.6,2.73,3.15,3.8
37.5,Female,0,deg,full-time,67500,Sales,2,0,Large Town,United States,Married,0,0,4,4,4,3,3,4,3,4,3,2,1,4,3,2,3,3,3,4,2,3,4,3,4,4,4,4,4,4,4,2,3,4,4,4,3,4,4,4,4,4,2,3,3,4,3,1,0,3.6,2.93,3.75,3
19,Female,0,high,student,NA,NA,0,0,Small Town,United States,NA,0,0,4,4,4,3,2,1,1,2,2,4,4,3,2,1,1,1,2,1,5,3,4,5,2,2,4,1,4,2,2,1,3,4,1,4,3,4,4,3,5,3,4,5,4,3,1,1,0,3.4,2.2,3.05,3.4
19,Male,0,ltuni,student,NA,NA,0,9,Large-City,United States,Single,0,0,5,5,4,5,5,2,2,5,2,2,2,1,4,2,4,2,1,4,2,4,5,5,3,4,4,5,4,5,3,2,2,5,2,4,4,3,4,4,5,4,2,4,2,2,2,1,0,4.8,2.6,3.85,2.4
55,Female,1,deg,full-time,55e3,Education Specialist,5,0,Medium-Sized,United States,Divorced,0,0,5,4,2,4,4,3,5,2,5,5,3,5,5,5,5,3,5,5,5,5,5,1,2,4,3,3,5,5,5,4,1,5,5,5,5,5,5,3,2,1,1,1,1,5,3,1,1,3.8,4.4,3.7,2.2
45,Male,0,ma,full-time,15e4,Attorney,28,0,Large-City,United States,Married,0,0,4,4,4,4,4,2,3,2,4,4,4,5,5,4,4,2,4,2,3,5,5,1,3,2,1,2,2,3,4,4,5,4,2,3,3,4,4,5,4,4,3,3,3,3,1,1,1,4,3.53,3.25,2.6
19,Female,0,ltuni,student,1e4,Nanny,4,0,Medium-Sized,United States,Single,0,0,3,2,1,1,1,1,2,1,3,1,1,4,2,1,4,1,3,1,3,1,3,1,1,5,2,2,2,1,3,3,4,3,1,1,4,3,3,3,2,1,5,5,4,3,5,0,0,1.6,1.93,2.4,4.4
55,Female,1,ltuni,retired,67500,NA,0,0,Medium-Sized,United States,Married,0,0,5,5,5,3,3,5,2,5,3,3,3,3,3,4,4,3,2,3,2,4,4,4,5,5,1,5,4,4,5,4,4,5,4,4,3,5,5,4,5,4,3,3,2,2,2,1,1,4.2,3.27,4.2,2.4
22,Male,0,deg,student,15e3,Graduate Assistant,0,8,Medium-Sized,United States,Single,0,0,5,5,4,5,5,5,1,2,5,5,5,5,5,5,5,4,5,4,2,5,5,5,5,4,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4.8,4.2,4.8,1
37.5,Male,0,phd,full-time,67500,Education,3,11,Large-City,United States,Single,0,0,3,3,3,2,2,2,2,4,3,3,2,4,4,3,3,3,2,4,3,4,4,2,3,4,4,3,3,3,3,2,3,3,4,4,4,4,4,4,4,4,1,2,2,2,1,1,1,2.6,3.07,3.45,1.6
32.5,Male,1,ma,student,45e3,NA,5,0,Large-City,United States,Married,1,0,2,4,2,2,2,1,1,2,2,4,4,2,4,4,4,2,3,2,2,3,4,1,2,3,2,3,3,2,4,2,2,4,2,3,3,2,3,4,4,4,5,4,4,5,5,1,0,2.4,2.67,2.85,4.6
67.5,Male,1,ltuni,part-time,55e3,NA,30,0,Medium-Sized,United States,Married,0,1,4,4,4,3,3,1,2,4,4,4,3,3,4,4,4,3,3,4,2,4,4,3,4,4,4,3,4,3,4,4,4,4,4,3,4,5,4,5,4,4,4,3,4,4,1,1,1,3.6,3.27,3.9,3.2
67.5,Male,1,phd,retired,25e4,NA,0,0,Large Town,United States,Married,1,2,2,2,4,3,3,1,1,5,3,2,1,3,1,2,3,4,5,4,1,3,2,1,1,1,1,1,1,2,2,1,4,2,1,1,1,2,1,3,2,2,5,5,5,5,5,1,0,2.8,2.6,1.6,5
55,Male,0,deg,full-time,87500,Financial Advisor,5,0,Large-City,United States,Married,0,0,4,4,4,3,3,1,1,5,2,3,3,3,4,3,4,1,1,2,1,3,3,1,1,2,2,3,3,4,4,1,2,4,1,3,4,4,3,5,3,4,3,3,3,3,2,1,1,3.6,2.47,2.85,2.8
67.5,Male,0,ma,part-time,45e3,Press Officer,9,0,Medium-Sized,United States,NA,0,0,2,3,1,1,1,1,1,5,2,2,1,2,3,1,1,1,1,4,1,1,4,1,1,1,5,2,4,2,4,1,1,4,3,2,4,2,2,2,4,4,4,4,4,4,4,1,0,1.6,1.8,2.65,4
32.5,Female,1,ltuni,unemployed,45e3,Healthcare,4,0,Medium-Sized,United States,Divorced,0,0,3,4,2,3,3,2,2,2,4,2,2,1,2,2,3,1,3,2,3,5,3,1,2,2,3,2,3,2,3,2,2,3,1,2,3,2,2,2,4,3,2,2,4,4,2,1,1,3,2.4,2.35,2.8
45,Male,0,ma,unemployed,55e3,Unemployed,0,6,Large Town,United States,Single,0,0,2,4,4,4,4,2,2,5,2,4,1,3,3,4,3,5,3,4,2,5,4,5,5,3,4,4,5,3,5,4,3,5,3,5,4,5,4,4,4,4,3,4,4,4,5,1,1,3.6,3.2,4.15,4
